Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
"High","Steve Clayton","Chief Communications Officer (CCO) .ılı.ılı. Cisco","Cisco","Project Manager- Supply Chain Transformation (Hybrid)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389984708","https://www.linkedin.com/sales/lead/ACwAAAMVaZMBQizA0UxwHMB8Gs9n7im_9IYnDLc"
"High","Me'chelle Degree PMP, CSM, ACC","Customer Program Manager (US Public Sector) Cisco","Cisco","Project Manager- Supply Chain Transformation (Hybrid)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389984708","https://www.linkedin.com/sales/lead/ACwAAABfA30BcCPrtdPAutm6j8OT30L_9g5L3gk"
"High","Alim H. Ali","Field CTO & Senior Solutions Architect - Global Enterprise Segment - East Cisco","Cisco","Project Manager- Supply Chain Transformation (Hybrid)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389984708","https://www.linkedin.com/sales/lead/ACwAAAbVsdoBHwmTcF4F2xS-BKvhnCOvEyCEP_U"
"High","Jeetu Patel","President & Chief Product Officer Cisco","Cisco","Project Manager- Supply Chain Transformation (Hybrid)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389984708","https://www.linkedin.com/sales/lead/ACwAAAALHSgBqQxqHVgm4zk_gocMhbHrqL7ZYJs"
"High","DeWayne Baziel","Tech Business Developer - Account Director  Amazon","Amazon","Sr. Technical Program Manager, Amazon Cyber Threat Intelligence","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378070862","https://www.linkedin.com/sales/lead/ACwAAAzL8rgBAvaOTBfWVy4pei0AIxoviQpGSQk"
"High","Arkesh Patel","Chief Operating Officer Crimson Education","Crimson Education","Go To Market (GTM) Manager - Next Gen Counselor Workflow","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381009479","https://www.linkedin.com/sales/lead/ACwAAAhKpGQBylsaLnOYxTCMHepLACTtnxilBTY"
"High","Riley Spadaro","Chief of Staff to COO Crimson Education","Crimson Education","Go To Market (GTM) Manager - Next Gen Counselor Workflow","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381009479","https://www.linkedin.com/sales/lead/ACwAADG5dhsBF84_JDwQT3F0mEzak80o8UHFHqM"
"High","Madhav Juneja","Director, UAE & Middle East Crimson Education","Crimson Education","Go To Market (GTM) Manager - Next Gen Counselor Workflow","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381009479","https://www.linkedin.com/sales/lead/ACwAAB1aWAgBee6dRmzKPNYGSZRe2dlnWl51rQw"
"High","Steven Berkovitz","Chief Technology Officer ParTech, Inc.","PAR Technology","Head of Demand Generation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388970889","https://www.linkedin.com/sales/lead/ACwAAAFqTs0BvhWsY8WRufO2ZAtipu_ao7Hcgtc"
"High","Paul Rubin","Chief Strategy Officer ParTech, Inc.","PAR Technology","Head of Demand Generation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388970889","https://www.linkedin.com/sales/lead/ACwAAACEyS0Bn9rcpTzeM7r7m2l9Q8z9CmTC9Yc"
"High","Luciana Batallanos","Director Corporate Marketing PAR Technology","PAR Technology","Head of Demand Generation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388970889","https://www.linkedin.com/sales/lead/ACwAAAXcN2AB64Ys20wvrAjot8Q9Pt_UQCxMQns"
"High","Ilan Pomerantz","COO en Birdman | Cofundador en (Birdman, Trust) | Experto en logistica   Birdman, Trust, Envia Ya","Birdman","Head of Brand Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388590394","https://www.linkedin.com/sales/lead/ACwAAA4dX-AByp39-jAOpsOprWlYk4VfXDUoepY"
"High","Hunter Nance","Chief Technology Officer egnite Health","egnite Health","Head of Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4374152742","https://www.linkedin.com/sales/lead/ACwAABtMCAwBC4H19Pr3a08X08LiiyXricS6CDE"
"High","Jorge M F.","Chief Information Security Officer egnite Health","egnite Health","Head of Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4374152742","https://www.linkedin.com/sales/lead/ACwAAADnfCgBznwGah-SIbM-HQWwuP-jS_pqKHM"
"High","Mike Dobbles","Chief Data Officer egnite Health","egnite Health","Head of Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4374152742","https://www.linkedin.com/sales/lead/ACwAAAFd4sgBJXrvfEb0FLSoDTN0iwUJoZFMwf4"
"High","Vinay Managoli","Director - GSI Partner Program Equinix","Equinix","Senior Manager, Go-To-Market Strategy & Customer Insights","Indeed","https://www.indeed.com/viewjob?jk=3e8d67efee0199b2","https://www.linkedin.com/sales/lead/ACwAAALzGkIBk4c4jtZKl5QEETtTz536-osQ3lk"
"High","Jeff Dahncke","Senior Vice President, Chief Communications Officer Equinix","Equinix","Senior Manager, Go-To-Market Strategy & Customer Insights","Indeed","https://www.indeed.com/viewjob?jk=3e8d67efee0199b2","https://www.linkedin.com/sales/lead/ACwAAACD17sBMu6V37dszRHY_qz0ATsBTwprH5k"
"High","Sylwia Pyśkiewicz","Managing Director Equinix","Equinix","Senior Manager, Go-To-Market Strategy & Customer Insights","Indeed","https://www.indeed.com/viewjob?jk=3e8d67efee0199b2","https://www.linkedin.com/sales/lead/ACwAAAQjzdgBunrBiLSIbhU1hJY2skEnGjvbTMI"
"High","Nora M. Denzel","Member Board of Directors Sony","PlayStation Global","Change & Go-to-Market Manager, Digital Commerce","Indeed","https://www.indeed.com/viewjob?jk=5d277652222062b9","https://www.linkedin.com/sales/lead/ACwAAANdFyIB_QhFboTHaatgzHjc0i_ZrDPPecQ"
"High","Hiroaki Kitano","Chief Technology Officer & Executive Deputy President Sony Group Corporation","PlayStation Global","Change & Go-to-Market Manager, Digital Commerce","Indeed","https://www.indeed.com/viewjob?jk=5d277652222062b9","https://www.linkedin.com/sales/lead/ACwAAADk-nwB32RmNKUYz_VZQnM97horYie3934"
"High","Kristin Meyers","Market Segment Manager - P&M - Advanced Manufacturing: Semiconductor, Datacenter, EV Battery/Auto Sherwin-Williams","Sherwin-Williams","HPF Market Segment Manager, A&D","Indeed","https://www.indeed.com/viewjob?jk=2dd784445a1faadd","https://www.linkedin.com/sales/lead/ACwAAAjVvTUBw8Uf7JDLgjSkmjienr0fXp6yRhc"
"High","Scott Neuen","Global Marketing Director-Building Products, Industrial Wood Coatings Sherwin-Williams","Sherwin-Williams","HPF Market Segment Manager, A&D","Indeed","https://www.indeed.com/viewjob?jk=2dd784445a1faadd","https://www.linkedin.com/sales/lead/ACwAAAohB3IBmRhQTs_-wh6dX8U9-mfnB4Zbajs"
"High","Adelle Bradford","Marketing Director - Industrial Wood EMEAI Sherwin-Williams","Sherwin-Williams","HPF Market Segment Manager, A&D","Indeed","https://www.indeed.com/viewjob?jk=2dd784445a1faadd","https://www.linkedin.com/sales/lead/ACwAAAC93DIBFgbJF7-vvLcYkRfsq0zzfMzaKzM"
"High","Kendra J. Grubb, MD, MHA, MSc, FACC","Vice President & Chief Medical Officer - Structural Heart Medtronic","Medtronic","Senior Market Development Manager - US Downstream, Hernia","Indeed","https://www.indeed.com/viewjob?jk=2450cf30c6fb575f","https://www.linkedin.com/sales/lead/ACwAAADBEeMBWZWyk7zrzWW4nUFIv1JyIqqeXVU"
"High","Michael O'Connor","Senior Director, Program Management, Team Leader Medtronic","Medtronic","Senior Market Development Manager - US Downstream, Hernia","Indeed","https://www.indeed.com/viewjob?jk=2450cf30c6fb575f","https://www.linkedin.com/sales/lead/ACwAAABdifEBBTBRNSyAtK1FIc9KgJQXQhgk4e0"
"High","Elena Plyasunova (Krotova)","Senior Supply Chain Planning Director Medtronic","Medtronic","Senior Market Development Manager - US Downstream, Hernia","Indeed","https://www.indeed.com/viewjob?jk=2450cf30c6fb575f","https://www.linkedin.com/sales/lead/ACwAAACgonYBfFFpgcwm2nUe9ykOJoOd0gSLhAE"
"High","Imran Hossen, MS, CSSGB","Training Coordinator III Medtronic","Medtronic","Senior Market Development Manager - US Downstream, Hernia","Indeed","https://www.indeed.com/viewjob?jk=2450cf30c6fb575f","https://www.linkedin.com/sales/lead/ACwAAD7ECAcBcV-EIxFW3q-YGfHEvNW9zK-yc9M"
"High","Jason Poh","Regional Parts and Service Sales Director Carrier HVAC","Carrier","APU Products Manager","Indeed","https://www.indeed.com/viewjob?jk=d15cf6add4112805","https://www.linkedin.com/sales/lead/ACwAAAG0dJYBZH2dNtptPbVPbFsqkr6F_XvKkjE"
"High","Markus Klausner","CTO (Chief Technology Officer), Climate Solutions and Carrier Carrier HVAC","Carrier","APU Products Manager","Indeed","https://www.indeed.com/viewjob?jk=d15cf6add4112805","https://www.linkedin.com/sales/lead/ACwAAB_TDSgB8dOFd9xXnto_ioy-jCRK38IwNqc"
"High","Jonathan Brouse, MBA","Director of Product Management Carrier HVAC","Carrier","APU Products Manager","Indeed","https://www.indeed.com/viewjob?jk=d15cf6add4112805","https://www.linkedin.com/sales/lead/ACwAAAHT-OcBsm0rOL-pbR4sID_Mhi6gwLSvzl8"
"High","Abhishek Gupta","Director Platform Engineering Wolters Kluwer","Wolters Kluwer","Product Marketing Manager- Manager, Packaging and Go-To-Market","Indeed","https://www.indeed.com/viewjob?jk=bae020124f8200df","https://www.linkedin.com/sales/lead/ACwAAAAIyu8BdymnkBgoHAtqQ5Qf1ckKl6AIATM"
"High","Mark Sherwood","Executive Vice President & Chief Information Officer Wolters Kluwer","Wolters Kluwer","Product Marketing Manager- Manager, Packaging and Go-To-Market","Indeed","https://www.indeed.com/viewjob?jk=bae020124f8200df","https://www.linkedin.com/sales/lead/ACwAAAAT8LQBIvhilh__k7lY9jgv2b10TTWWhrM"
"High","Soumyendu Pal","Chief Technology Officer, VP, Enablon Wolters Kluwer","Wolters Kluwer","Product Marketing Manager- Manager, Packaging and Go-To-Market","Indeed","https://www.indeed.com/viewjob?jk=bae020124f8200df","https://www.linkedin.com/sales/lead/ACwAAAAY3gQBWdMzVTHVPeRPhzzhWIaPZaVUcQE"
"High","Bilal Zuberi","Member Board of Directors Frontera Health, Inc.","Frontera","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=1b4803fc904f70c9","https://www.linkedin.com/sales/lead/ACwAAAAI6uMBOQ-wK39vQBZ1VqEUDw4M_mYfKhc"
"High","Tim Blackwell","Managing Director TopView Group","TopView Sightseeing","Director of Revenue & Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=c51e4d2c41a96b9f","https://www.linkedin.com/sales/lead/ACwAAAXuNRcBMjDajv8IGLXK98-Ag0jSetLE1Lg"
"High","Eric Rosario","Maintenance Coordinator TopView Sightseeing","TopView Sightseeing","Director of Revenue & Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=c51e4d2c41a96b9f","https://www.linkedin.com/sales/lead/ACwAABIzVOsBozeSR8HbGDPLTiu5sYVtwTYz3Ak"
"High","Lindsay Warren","Director, People & Talent Mechanism Ventures","Mechanism Ventures","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=83b349fa8187d72a","https://www.linkedin.com/sales/lead/ACwAAAiqu_sBoo9MjXTxPcsXI6CvUEoY_6waf1I"
"High","Todd Bukovich","Chief Financial Officer InMotion Hosting","InMotion Hosting","Head of Product Growth - Cloud Division","Indeed","https://www.indeed.com/viewjob?jk=018e903f5a91a5a3","https://www.linkedin.com/sales/lead/ACwAAAEWrvgBcGI5FYzBsnfXfc137QwBKD5msrs"
"High","Trey Faison","Director of Product  InMotion Hosting","InMotion Hosting","Head of Product Growth - Cloud Division","Indeed","https://www.indeed.com/viewjob?jk=018e903f5a91a5a3","https://www.linkedin.com/sales/lead/ACwAAABco8cBuRKB1eX78EEuMJyU7FgwExMxEqg"
"High","Raymond Meyers","Chief Financial Officer OpenMetal.io","InMotion Hosting","Head of Product Growth - Cloud Division","Indeed","https://www.indeed.com/viewjob?jk=018e903f5a91a5a3","https://www.linkedin.com/sales/lead/ACwAAAEEe1sBXxQRh84jV0h543EFGaxUUdvASKo"
"High","Madison Childers","Logistics Coordinator Exit Technologies, Inc. an INC 5000 Company","Exit Technologies, Inc.","Revenue Operations & Growth Systems Lead","Indeed","https://www.indeed.com/viewjob?jk=a76a9b8d896c9f81","https://www.linkedin.com/sales/lead/ACwAAE_yMKgBXUlXXu4dhVb-92uQrhgkhOKcDE4"
"High","Kennith Friant","Logistics Coordinator Exit Technologies, Inc. an INC 5000 Company","Exit Technologies, Inc.","Revenue Operations & Growth Systems Lead","Indeed","https://www.indeed.com/viewjob?jk=a76a9b8d896c9f81","https://www.linkedin.com/sales/lead/ACwAADCl7IABCpdPHlTcE1_CfXdZgmp4ZCeqim8"
"High","Jamie Williams (James Tristan Williams)","Chief Financial Liaison Officer Aqualibre Project","MARSHALL & STERLING SERVICES INC","Innovation+Business Optimization Manager","Indeed","https://www.indeed.com/viewjob?jk=51ff2c73106640b4","https://www.linkedin.com/sales/lead/ACwAAAQciHYBGe8yrYkqEofcCxeQPQYSWiuzsHU"
"High","Ram Mullapudi","Chief Information Officer Rust-Oleum Corporation","Rust-Oleum","Senior Growth Product Manager - Pro Gallons","Indeed","https://www.indeed.com/viewjob?jk=c47b0514808560bc","https://www.linkedin.com/sales/lead/ACwAAAGX-QQBqjO8t9-qMdJ_5Z_MsEZAxpwqJCw"
"High","Bedri Erdem","Chief Technology Officer (R&D & Corporate Quality) Rust-Oleum Corporation","Rust-Oleum","Senior Growth Product Manager - Pro Gallons","Indeed","https://www.indeed.com/viewjob?jk=c47b0514808560bc","https://www.linkedin.com/sales/lead/ACwAAAE4XVUBt5gjuc6F0qReesHefiHpIdn9tfo"
"High","Bryan Thompson","Director Continuous Improvement Rust-Oleum Corporation","Rust-Oleum","Senior Growth Product Manager - Pro Gallons","Indeed","https://www.indeed.com/viewjob?jk=c47b0514808560bc","https://www.linkedin.com/sales/lead/ACwAAATgHhsBJrtcNvGpHZShepsm1f-X2gfWBSA"
"High","Warren James","Chief Operating Officer Europe Rust-Oleum Corporation","Rust-Oleum","Senior Growth Product Manager - Pro Gallons","Indeed","https://www.indeed.com/viewjob?jk=c47b0514808560bc","https://www.linkedin.com/sales/lead/ACwAAAXfyScBAj7qIk5TF4AMx2cA8slIqMTRmsY"
"High","Nigel Meakins","Managing Director - APAC RPM Consumer Group","Rust-Oleum","Senior Growth Product Manager - Pro Gallons","Indeed","https://www.indeed.com/viewjob?jk=c47b0514808560bc","https://www.linkedin.com/sales/lead/ACwAAADh7LcBCAv58aeUXxvWXwhiSvLAXMs61h0"
"High","Mark Fereshteh","Chief Scientific Officer Pathos","Pathos","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=bfbd25f46f0ef583","https://www.linkedin.com/sales/lead/ACwAAANNxnUBbK5oXzG5fGa_m_vvs1i_Gzw6YyE"
"High","Matthew De Silva","Chief Operating Officer Pathos","Pathos","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=bfbd25f46f0ef583","https://www.linkedin.com/sales/lead/ACwAAAFkQBMBpZvNwMxJCnYpJSH3C9EPksOuQ5g"
"High","Eli Serrano","Ecosystem Development Coordinator  The Mill","Amplify Bloomington","Head of Entrepreneurship Growth","Indeed","https://www.indeed.com/viewjob?jk=1b4a130ab60602a6","https://www.linkedin.com/sales/lead/ACwAAB8OCgkBVBFuCAQUskc1mlnTWNnCiJWp2gg"
"High","Austin Francalancia","Community Coordinator Amplify Bloomington","Amplify Bloomington","Head of Entrepreneurship Growth","Indeed","https://www.indeed.com/viewjob?jk=1b4a130ab60602a6","https://www.linkedin.com/sales/lead/ACwAAAI1fVsB8y1n3UMFtG6C0Y2TEGz-95LNBLI"
"High","Haley Pritchett","Ecosystem Partnerships & Events Coordinator  Amplify Bloomington","Amplify Bloomington","Head of Entrepreneurship Growth","Indeed","https://www.indeed.com/viewjob?jk=1b4a130ab60602a6","https://www.linkedin.com/sales/lead/ACwAAC4BPegBjrMaPY_M48Q29T6F-h1C-OH4PTk"
"High","Steve Young","Chief Financial Officer FranklinCovey","FranklinCovey","Revenue Operations & Customer Growth Manager","Indeed","https://www.indeed.com/viewjob?jk=1732d3f9db030378","https://www.linkedin.com/sales/lead/ACwAAADTmX0BBFKnIQBuqsQ7Izuswf2Cn8Cp4zU"
"High","Danielle L. Lucido, M.S.","Director of Training And Development Lakeshore Management","FranklinCovey","Revenue Operations & Customer Growth Manager","Indeed","https://www.indeed.com/viewjob?jk=1732d3f9db030378","https://www.linkedin.com/sales/lead/ACwAAABY8aoBdsvD4MwauFpuowktREMPHWbD1tI"
"High","James Oscar Williams Jr.","Majors Managing Director FranklinCovey","FranklinCovey","Revenue Operations & Customer Growth Manager","Indeed","https://www.indeed.com/viewjob?jk=1732d3f9db030378","https://www.linkedin.com/sales/lead/ACwAAAKRbcABPO-tLvKOT1I0ZCXVl9QFj2tYmHY"
"High","Carlo Delnero","Sales Director NMI","NMI","Revenue Operations Manager, Business Applications","Indeed","https://www.indeed.com/viewjob?jk=9867507404ea84f6","https://www.linkedin.com/sales/lead/ACwAAACrFQUB5mn60JMLcwFbKMOlcLUkqRB7uqM"
"High","Kate Hampton","Chief Strategy Officer NMI","NMI","Revenue Operations Manager, Business Applications","Indeed","https://www.indeed.com/viewjob?jk=9867507404ea84f6","https://www.linkedin.com/sales/lead/ACwAAAM4IqwBlW4m_fpSYEiuH_MAz4Emm720mUA"
"High","Cody Harmeling","People Operations Coordinator Builder.io","Builder.io","Senior Revenue Operations Manager","Indeed","https://www.indeed.com/viewjob?jk=0e82ea39d3f74999","https://www.linkedin.com/sales/lead/ACwAACUU3ikBLs3N7hEijDVhnngmnB0SnuIj5vQ"
"High","Preeti Rathi","Member Board of Directors Builder.io","Builder.io","Senior Revenue Operations Manager","Indeed","https://www.indeed.com/viewjob?jk=0e82ea39d3f74999","https://www.linkedin.com/sales/lead/ACwAAAAMlloBnxFOLcoeNbbJcLUyyGRxdtfB_us"
"High","Luke Miller","Regional Director, Enterprise Sales Builder.io","Builder.io","Senior Revenue Operations Manager","Indeed","https://www.indeed.com/viewjob?jk=0e82ea39d3f74999","https://www.linkedin.com/sales/lead/ACwAAAgc7EsBcZVN7Fh0dYMssQowH-VDqeOnCGk"
"High","GLADMAN FARAI SEKAWAWANA","director unlimited packaging","Hood Container","Account Executive - Corrugated Box Sales","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAByAC_kBah-5ytkf3Znw907jn38YQrxDqM0"
"High","Ghiath M.","Sr Director, Cybersecurity & Network Ops Rewards Network","Rewards Network","Senior Manager, Inside Sales (Hybrid)","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAFkA7oBPSIgqqzVlzwS9rhgKZVPXXhoMKA"
"High","Grizelle Sanchez","Executive Sales Director Rewards Network","Rewards Network","Senior Manager, Inside Sales (Hybrid)","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAABlj9oBaUWlbzMC7Ibrn9Kv9wtffwCcZE4"
"High","Jeanne Steinback","Chief Technology Officer Rewards Network","Rewards Network","Senior Manager, Inside Sales (Hybrid)","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAIUBO0BacCqd4-ssS9H_9EvIdZ2sVVHym8"
"High","Liz Czaja","Chief Strategy Officer Rewards Network","Rewards Network","Senior Manager, Inside Sales (Hybrid)","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAABCCc4BA2pz8CjMsOI71ZQDCMeiJQxH22I"
"High","Corey Epps","VP, Chief Information Security Officer Hilton","Hilton","Manager Business Development","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAA99XoBTUt_rAyvaehbfVabLQN93Jf1Ibc"
"High","Sheldon Ruud","Senior Director Brand Personality Hilton","Hilton","Manager Business Development","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAy-LRMBsWgYjLK8Dnp7FDU8lAa1Zeer2iI"
"High","Franziska (Fran) Heller","Regional Commercial Director - EMEA Focused Service & Regional UK&I Hilton","Hilton","Manager Business Development","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAY-VOUBO_G2cmh8PZGRy7Ix3CT8E-Qu6z8"
"High","Christian Charnaux","Chief Development Officer Hilton","Hilton","Manager Business Development","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAAPt0YBC5jHD8gD0LHSFRzPlihKaTJKJms"
"High","Philippe De Backer","Partner & Global FS Sector Co-Leader | FS Middle East and APAC Leader | Global Banking L.E.K. Consulting","L.E.K. Consulting","Healthcare Sector Go-to-Market Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABtorO8Bte9PVil-HzfwVpX3cqB0HIdlxKo"
"High","Sudeep Laad","Managing Director and Partner L.E.K. Consulting","L.E.K. Consulting","Healthcare Sector Go-to-Market Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAFui6ABe6lO6nVKHzSvvOjeGMJS9ohPZOc"
"High","Matthew Stanfield","Managing Director L.E.K. Consulting","L.E.K. Consulting","Healthcare Sector Go-to-Market Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAFV5v8B22K5RU39YVFHPWZKibXYWPjdwqo"
"High","Kerri-Lynn Primmer Morris","Global Chief Information Officer L.E.K. Consulting","L.E.K. Consulting","Healthcare Sector Go-to-Market Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAAXqJYBgMU06GwdZ2dmQB-zmi8nbtHQ8lE"
"High","Manny Picciola","Managing Director L.E.K. Consulting","L.E.K. Consulting","Healthcare Sector Go-to-Market Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAC1TxsBJqAPOQKYRrHNY-v_cm6kDJbHeLw"
"High","Terry Yang","Chief Financial Officer Spot AI","Spot AI","Sr. Sales Operations Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAANWdIIBU33LDR777t8989FyiW1da-Pba58"
"High","Jordan Staples","Sr. Director, Enterprise Sales Spot AI","Spot AI","Sr. Sales Operations Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAibRVoBojeNiIf-rFWo2kYWfZAin4rTnjQ"
"High","Dan Cardona","Chief Operating Officer Apex Imaging Services","Apex Market Capture","Business Development Executive","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABLHrXwBlomvNoHJTtADWjlBW8dGaVv7Bm8"
"High","Michele Stratton","Chief Financial Officer Apex Imaging Services","Apex Market Capture","Business Development Executive","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAADCnhQB8xj7Ov_4lBJRt0MjMhaA_CB6nVY"
"High","Jonathan Kassity","Director of Construction Apex Imaging Services","Apex Market Capture","Business Development Executive","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABsdZocB5_g5yNPhKa_e-1N2oFsXxjAhNXk"
"High","Evelyn Zuniga","Director, Business Development Marketing  Apex Imaging Services","Apex Market Capture","Business Development Executive","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABpUan8B_aHpMYt4VXtSKjxlZdGJM4rqoRk"
"High","Joseph Beck IV","Chief Supply Chain Officer Revelyst","Revelyst","Senior Manager, Go-To-Market, Outdoor Performance","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABKcut4Bvg-yayUm1Vd4-MIMSYiU7EWsn7U"
"High","Andy Keegan","Chief Financial Officer Revelyst","Revelyst","Senior Manager, Go-To-Market, Outdoor Performance","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAARgwL4Bas1TAdCMCEsKuB9wzuuSzl7m0Tk"
"High","Naren Varatharajah","Chief Financial Officer Revelyst","Revelyst","Senior Manager, Go-To-Market, Outdoor Performance","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABbm-fwBkH06-52_qJRAtubU8Ov6Xs9K7QY"
"High","Kerri Costello","Regional Sales Director, Northeast  Revelyst","Revelyst","Senior Manager, Go-To-Market, Outdoor Performance","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAwg_F0BgC-tFDlv5-ULfqYFPbS2DdF6s6o"
"High","Jessica Havermann","Chief Data Officer Danfoss","Danfoss","Manager, Digital & Lifecycle Business Sales, North America","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAACY48OcB-O8SjpttRyU9E_3gCSgiqPBemA4"
"High","Dietmar Baro","CTO, Vice President Solutions & Technology Danfoss","Danfoss","Manager, Digital & Lifecycle Business Sales, North America","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABAacYUBrtbP8G7GQeryqiX6O8RGAE1n-JM"
"High","Adrian Vrinceanu","Product Portfolio and R&DE Director Danfoss","Danfoss","Manager, Digital & Lifecycle Business Sales, North America","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAiOQpEBgUmaJb_nOrbHqZTRAf5XDyGBKxY"
